lastName,firstName,middleName,series,number,birthDate,birthPlace,subdivisionCode,issuedDate,issuingAuthority
Мясников,Фадей,Гаврилович,91 71,450247,02.03.1974,г. Сунтар,662-427,17.03.2019,Отдел по вопросам миграции МВД России по Республике Саха (Якутия) в г. Якутск
Нестеров,Фока,Анатольевич,93 80,034473,06.08.2002,г. Сортавала,091-738,03.09.2022,Отдел УФМС России по Республике Алтай
Белоусов,Милен,Дорофеевич,78 51,384410,20.02.1991,г. Курумкан,223-979,15.03.2011,Отдел по вопросам миграции МВД России по Псковской области
Жданов,Эдуард,Венедиктович,42 92,111371,11.02.1962,г. Льгов,533-689,09.03.2007,Отдел по вопросам миграции МВД России по Республике Ингушетия в г. Магас
Лыткина,Глафира,Александровна,77 64,593908,04.05.1974,г. Плесецк,492-593,20.06.2019,Паспортно-визовая служба ОВД по Ямало-Ненецкому автономному округу в г. Новый Уренгой
Ильин,Евсей,Эдгарович,61 45,797435,11.01.2002,г. Смирных,773-990,03.03.2022,Отдел по вопросам миграции МВД России по Свердловской области в г. Первоуральск
Гущин,Родион,Елизарович,32 51,037640,09.11.1970,г. Гагарин,972-564,22.12.2015,Паспортно-визовая служба ОВД по Челябинской области
Уварова,Таисия,Тимуровна,93 41,441881,24.09.2003,г. Двинской,912-257,21.11.2023,Паспортный стол ОВД по Мурманской области в г. Апатиты
Мишин,Порфирий,Филимонович,20 31,861774,29.05.1990,г. Чебаркуль,632-680,04.07.2010,Паспортно-визовая служба ОВД по Липецкой области в г. Грязи
Волкова,Майя,Леонидовна,02 90,308916,07.09.1992,г. Аша,643-331,05.11.2012,Отдел по вопросам миграции МВД России по Алтайскому краю
Ковалева,Фёкла,Юрьевна,54 85,836945,02.04.1985,г. Курумкан,283-681,04.05.2005,Отдел МВД России по г. Санкт-Петербургу по Красногвардейскому району
Веселова,Евфросиния,Валентиновна,17 69,189209,25.10.1997,г. Игнашино,331-823,24.12.2017,Отдел УФМС России по Вологодской области в г. Череповец
Шарапова,Анжела,Ивановна,76 44,353924,01.03.1966,г. Бологое,502-279,23.03.2011,Отдел МВД России по г. Махачкала по Железнодорожному району
Ефремова,Любовь,Святославовна,38 37,936281,01.04.1964,г. Магадан,082-785,12.05.2009,Районный отдел УФМС России по г. Москве в районе Люблино
Давыдова,Ульяна,Робертовна,19 30,488599,14.04.1961,г. Ербогачен,163-122,25.05.2006,Отдел по вопросам миграции МВД России по Новосибирской области в г. Бердск
Сафонов,Терентий,Викторович,83 60,009416,19.09.1969,г. Дзержинск,201-137,15.10.2014,Отдел УФМС России по Хабаровскому краю в г. Хабаровск
Сафонов,Капитон,Валерианович,50 42,148111,05.06.1996,г. Дивногорск,941-612,13.07.2016,Отделение УФМС России по Волгоградской области
Молчанов,Ярополк,Власович,22 88,343697,06.08.1998,г. Наро-Фоминск,063-238,22.09.2018,Отдел по вопросам миграции МВД России по Томской области
